Group No;Group Name;Name;Sub Name;Repeater Call Sign;Gateway Call Sign;Frequency;Dup;Offset;Mode;TONE;Repeater Tone;RPT1USE;Position;Latitude;Longitude;UTC Offset
1;Acre;Rio Branco;CHAMADA;;;146.520000;DUP+;0.000000;FM;OFF;88.5Hz;YES;Approximate;-9.974017;-67.809783;-5:00
2;Alagoas;Maceio;CHAMADA;;;146.520000;DUP+;0.000000;FM;OFF;88.5Hz;YES;Approximate;-9.666033;-35.735233;-3:00
3;Amapa;Macapa;;;;146.210000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;0.034517;-51.065700;-3:00
3;Amapa;Macapa;;;;147.100000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;0.034517;-51.065700;-3:00
3;Amapa;Macapa;;;;147.810000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;0.034517;-51.065700;-3:00
3;Amapa;Macapa;;;;146.620000;DUP-;0.600000;FM;TONE;88.5Hz;YES;Approximate;0.034517;-51.065700;-3:00
4;Amazonas;Manaus;;;;146.340000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-3.123850;-60.020583;-4:00
4;Amazonas;Manaus;;;;146.910000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-3.123850;-60.020583;-4:00
5;Bahia;Camacari;;PY6AD;;145.210000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-12.693583;-38.323383;-3:00
5;Bahia;Conceicao Coite;;;;146.210000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-11.602483;-39.331900;-3:00
5;Bahia;Conde;;;;147.390000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-11.826100;-37.635100;-3:00
5;Bahia;Conde;;;;147.390000;DUP+;0.600000;FM;TONE;88.5Hz;YES;Approximate;-11.826100;-37.635100;-3:00
5;Bahia;Feira de Santana;;;;145.230000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-12.255383;-38.955683;-3:00
5;Bahia;Feira de Santana;;;;145.470000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-12.255383;-38.955683;-3:00
5;Bahia;Feira de Santana;;;;146.370000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-12.255383;-38.955683;-3:00
5;Bahia;Salvador;;;;146.030000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-12.996767;-38.473767;-3:00
5;Bahia;Salvador;;;;146.230000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-12.996767;-38.473767;-3:00
5;Bahia;Salvador;;;;146.310000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-12.996767;-38.473767;-3:00
5;Bahia;Salvador;;;;146.340000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-12.996767;-38.473767;-3:00
5;Bahia;Santa Teresinha;;;;146.130000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-12.750200;-39.513500;-3:00
5;Bahia;Tanquinho;;;;145.000000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-13.241000;-39.573100;-3:00
6;Ceara;Guaramiranga;;;;146.150000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-4.282050;-38.939067;-3:00
6;Ceara;Iguatu;;;;147.000000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-6.348700;-39.306483;-3:00
6;Ceara;Oros;;;;145.450000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-4.282050;-38.939067;-3:00
7;Distrito Federal;Brasilia;;PT2MTD C;PT2MTD G;146.610000;DUP-;0.600000;DV;OFF;88.5Hz;YES;Approximate;-15.970833;-48.054133;-3:00
7;Distrito Federal;Brasilia;;;;145.210000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;145.290000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;145.330000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;145.390000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;145.450000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;146.370000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;146.610000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;146.650000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;146.830000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;146.950000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;147.360000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;147.630000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;147.720000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;147.810000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;147.870000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;147.930000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;439.450000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;439.525000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;439.650000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;439.850000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
7;Distrito Federal;Brasilia;;;;439.975000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-15.778483;-47.928683;-3:00
8;Espirito Santo;Colatina;;;;146.790000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-19.538400;-40.632700;-3:00
8;Espirito Santo;Domingos Martins;;;;145.250000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-20.362600;-40.659000;-3:00
8;Espirito Santo;Joao Neiva;;;;145.210000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-19.830783;-40.361167;-3:00
8;Espirito Santo;Joao Neiva;;;;147.390000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-19.933000;-40.595683;-3:00
8;Espirito Santo;Santa Teresa;;PP1STA;;145.270000;DUP-;0.600000;FM;TONE;88.5Hz;YES;Approximate;-19.989000;-40.578967;-3:00
8;Espirito Santo;Sao Mateus;;;;145.470000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-18.716667;-39.859100;-3:00
8;Espirito Santo;Vila Velha;;;;146.870000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-20.330467;-40.291900;-3:00
8;Espirito Santo;Vitoria;;;;147.330000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-20.294200;-40.301467;-3:00
9;Goias;Anapolis;;;;146.150000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-16.328683;-48.952883;-3:00
9;Goias;Anapolis;;;;146.370000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-16.328683;-48.952883;-3:00
9;Goias;Anapolis;;;;146.790000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.957683;-48.814883;-3:00
9;Goias;Anapolis;;;;147.750000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-16.328683;-48.952883;-3:00
9;Goias;Cristalina;;;;145.490000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-16.767783;-47.607200;-3:00
9;Goias;Flores de Goias;;;;147.900000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-14.438300;-47.045500;-3:00
9;Goias;Goiania;;;;145.370000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-16.679300;-49.256300;-3:00
9;Goias;Goiania;;;;147.000000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-16.686883;-49.264767;-3:00
9;Goias;Jandaia;;;;147.630000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-17.044000;-50.107883;-3:00
9;Goias;Senador Canedo;;;;146.910000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-16.704267;-49.108283;-3:00
9;Goias;Senador Canedo;;;;145.230000;DUP-;0.600000;FM;TONE;100.0Hz;YES;Approximate;-16.700133;-49.099933;-3:00
10;Maranhao;Bacabal;;;;147.720000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-4.221717;-44.780100;-3:00
10;Maranhao;Sao Luis;;;;146.340000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-2.555000;-44.336467;-3:00
10;Maranhao;Sao Luis;;;;147.940000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-2.555000;-44.336467;-3:00
10;Maranhao;Timon;;PR8RMP;;145.290000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-5.094967;-42.836883;-3:00
11;Mato Grosso;Cuiaba;;;;146.110000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.599100;-56.095000;-4:00
11;Mato Grosso;Varzea Grande;;;;145.450000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-15.651700;-56.139300;-4:00
12;Mato Grosso Sul;Angelica;;;;147.910000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.089567;-53.758567;-4:00
12;Mato Grosso Sul;Angelica;;;;147.930000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.089567;-53.758567;-4:00
12;Mato Grosso Sul;Aquidauana;;;;145.270000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-20.475500;-55.786567;-4:00
12;Mato Grosso Sul;Aquidauana;;;;145.330000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-20.475500;-55.786567;-4:00
12;Mato Grosso Sul;Aquidauana;;;;147.000000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-20.475500;-55.786567;-4:00
12;Mato Grosso Sul;Campo Grande;;;;147.210000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-21.542900;-54.818583;-4:00
12;Mato Grosso Sul;Campo Grande;;;;147.630000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-21.542900;-54.818583;-4:00
12;Mato Grosso Sul;Campo Grande;;;;147.990000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-21.542900;-54.818583;-4:00
12;Mato Grosso Sul;Campo Grande;;;;147.030000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-20.399083;-54.571983;-4:00
12;Mato Grosso Sul;Campo Grande;;;;147.100000;DUP+;0.600000;FM;TONE;74.4Hz;YES;Approximate;-21.542900;-54.818583;-4:00
12;Mato Grosso Sul;Maracaju;;;;147.750000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-21.631267;-55.293383;-4:00
12;Mato Grosso Sul;Nova Alvor. do S;;;;145.310000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-21.466800;-54.378883;-4:00
12;Mato Grosso Sul;Paranaiba;;PT9PBA;;147.090000;DUP+;0.600000;FM;TONE;100.0Hz;YES;Approximate;-19.690667;-51.175667;-4:00
13;Minas Gerais;Astolfo Dutra;;;;147.330000;DUP+;0.600000;FM;TONE;71.9Hz;YES;Approximate;-21.333400;-42.858600;-3:00
13;Minas Gerais;Barbacena;;;;439.475000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-21.221950;-43.772433;-3:00
13;Minas Gerais;Barroso;;;;147.060000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-21.189800;-43.976683;-3:00
13;Minas Gerais;Bela Vista;;PY4KID B;PY4KID G;439.650000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-22.159167;-45.754833;-3:00
13;Minas Gerais;Belo Horizonte;;;;146.870000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-19.945400;-43.932700;-3:00
13;Minas Gerais;Belo Horizonte;;;;147.120000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-19.945400;-43.932700;-3:00
13;Minas Gerais;Belo Horizonte;;;;146.730000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-19.945400;-43.932700;-3:00
13;Minas Gerais;Belo Horizonte;;;;146.770000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-19.945400;-43.932700;-3:00
13;Minas Gerais;Belo Horizonte;;;;439.975000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-19.945400;-43.932700;-3:00
13;Minas Gerais;Belo Horizonte;;;;439.900000;DUP-;5.000000;FM;TONE;82.5Hz;YES;Approximate;-19.945400;-43.932700;-3:00
13;Minas Gerais;Bom Sucesso;;;;147.330000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-21.066667;-44.753700;-3:00
13;Minas Gerais;Bom Sucesso;;;;439.450000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-21.066667;-44.753700;-3:00
13;Minas Gerais;Bueno Brandao;;;;146.750000;DUP-;0.600000;FM;TONE;67.0Hz;YES;Approximate;-22.441900;-46.353583;-3:00
13;Minas Gerais;Caete;;;;147.360000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-19.884767;-43.665500;-3:00
13;Minas Gerais;Caete;;;;146.950000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-19.884767;-43.665500;-3:00
13;Minas Gerais;Caete;;;;439.950000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-19.884767;-43.665500;-3:00
13;Minas Gerais;Campo Belo;;;;146.710000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-20.855667;-45.270983;-3:00
13;Minas Gerais;Cambui;;PY4RRM;;146.790000;DUP-;0.600000;FM;TONE;82.5Hz;YES;Approximate;-22.534583;-45.818683;-3:00
13;Minas Gerais;Caratinga;;;;146.710000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-19.790367;-42.139300;-3:00
13;Minas Gerais;Carmo da Mata;;;;146.850000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-20.590783;-44.852100;-3:00
13;Minas Gerais;Corr d Bom Jesus;;PY4KHB C;PY4KHB G;145.430000;DUP-;0.600000;DV;OFF;88.5Hz;YES;Approximate;-22.688167;-45.955667;-3:00
13;Minas Gerais;Corr d Bom Jesus;;PY4RSD;;147.210000;DUP+;0.600000;FM;TONE;67.0Hz;YES;Approximate;-22.630100;-46.019400;-3:00
13;Minas Gerais;Corr d Bom Jesus;;;;438.250000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-22.630100;-46.019400;-3:00
13;Minas Gerais;Divinopolis;;;;146.750000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-20.145067;-44.891600;-3:00
13;Minas Gerais;Estiva;;PY4ALV B;PY4ALV G;439.750000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-22.422000;-46.003167;-3:00
13;Minas Gerais;Extrema;;PY4FW;;146.810000;DUP-;0.600000;FM;TONE;82.5Hz;YES;Approximate;-22.880817;-46.307750;-3:00
13;Minas Gerais;Extrema;;PY4RE;;439.125000;DUP-;5.000000;FM;TONE;91.5Hz;YES;Approximate;-22.880817;-46.307750;-3:00
13;Minas Gerais;Formiga;;PY4RAB;;145.470000;DUP-;0.600000;FM;TONE;82.5Hz;YES;Approximate;-20.465333;-45.425383;-3:00
13;Minas Gerais;Gov. Valadares;;;;145.290000;DUP-;0.600000;FM;TONE;82.5Hz;YES;Approximate;-18.850500;-41.948100;-3:00
13;Minas Gerais;Ipanema;;;;147.090000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-19.874300;-41.722167;-3:00
13;Minas Gerais;Ipatinga;;;;145.390000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-19.468200;-42.536700;-3:00
13;Minas Gerais;Ipatinga;;;;147.180000;DUP+;0.600000;FM;TONE;88.5Hz;YES;Approximate;-19.463167;-42.559233;-3:00
13;Minas Gerais;Itajuba;;PY4RIT;;146.690000;DUP-;0.600000;FM;TONE;97.4Hz;YES;Approximate;-22.426900;-45.452883;-3:00
13;Minas Gerais;Jaboticatubas;;;;147.390000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-19.517083;-43.747600;-3:00
13;Minas Gerais;Jaboticatubas;;;;439.975000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-19.517083;-43.747600;-3:00
13;Minas Gerais;Jacutinga;;;;145.410000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-22.286300;-46.612300;-3:00
13;Minas Gerais;Jacutinga;;;;145.290000;DUP-;0.600000;FM;TONE;67.0Hz;YES;Approximate;-22.283183;-46.608917;-3:00
13;Minas Gerais;Lavras;;;;146.670000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-21.245800;-44.999800;-3:00
13;Minas Gerais;Mariana;;;;439.800000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-20.385200;-43.503700;-3:00
13;Minas Gerais;Mateus Leme;;;;147.270000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-19.989500;-44.431400;-3:00
13;Minas Gerais;Matutina;;PY4RTG;;145.330000;DUP-;0.600000;FM;TONE;88.5Hz;YES;Approximate;-19.266833;-45.972500;-3:00
13;Minas Gerais;Mirai;;;;147.300000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-21.208200;-42.628883;-3:00
13;Minas Gerais;Monte Siao;;;;145.200000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.433300;-46.572283;-3:00
13;Minas Gerais;Natercia;;;;146.650000;DUP-;0.600000;FM;TONE;67.0Hz;YES;Approximate;-22.534583;-45.818683;-3:00
13;Minas Gerais;Nova Lima;;PY4RPV B;PY4RPV G;439.850000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-19.956833;-43.825667;-3:00
13;Minas Gerais;Onca de Pitangui;;;;145.490000;DUP-;0.600000;FM;TONE;110.9Hz;YES;Approximate;-19.809283;-43.173983;-3:00
13;Minas Gerais;Onca de Pitangui;;;;439.750000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-19.742067;-44.757300;-3:00
13;Minas Gerais;Onca de Pitangui;;;;439.975000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-19.730617;-44.806750;-3:00
13;Minas Gerais;Ouro Branco;;;;145.390000;DUP-;0.600000;FM;TONE;82.5Hz;YES;Approximate;-20.659700;-43.785483;-3:00
13;Minas Gerais;Ouro Preto;;PY4RDI B;PY4RDI G;439.100000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-20.402200;-43.510550;-3:00
13;Minas Gerais;Para de Minas;;;;439.000000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-19.860300;-44.607600;-3:00
13;Minas Gerais;Paracatu;;;;146.630000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-17.222467;-46.875167;-3:00
13;Minas Gerais;Paracatu;;;;146.850000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-17.222467;-46.875167;-3:00
13;Minas Gerais;Pocos de Caldas;;PY4RFM C;PY4RFM G;146.610000;DUP-;0.600000;DV;OFF;88.5Hz;YES;Approximate;-21.733333;-46.582167;-3:00
13;Minas Gerais;Pocos de Caldas;;PY4POC;;147.180000;DUP+;0.600000;FM;TONE;91.5Hz;YES;Approximate;-21.733333;-46.582167;-3:00
13;Minas Gerais;Pouso Alegre;;PY4KDA B;PY4KDA G;439.475000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-22.387000;-45.952667;-3:00
13;Minas Gerais;Rio Pomba;;;;147.240000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-21.265800;-43.167900;-3:00
13;Minas Gerais;Sao Joao del Rei;;;;146.630000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-21.136483;-44.261783;-3:00
13;Minas Gerais;Sao Joao del Rei;;;;146.810000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-21.136483;-44.261783;-3:00
13;Minas Gerais;Sao Joao del Rei;;;;439.200000;DUP-;5.000000;FM;TONE;82.5Hz;YES;Approximate;-21.136483;-44.261783;-3:00
