Group No;Group Name;Name;Sub Name;Repeater Call Sign;Gateway Call Sign;Frequency;Dup;Offset;Mode;TONE;Repeater Tone;RPT1USE;Position;Latitude;Longitude;UTC Offset
25;Sao Paulo;Bauru;;PY2KDA B;PY2KDA G;439.450000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-22.538833;-49.076167;-3:00
25;Sao Paulo;Bauru;;PY2KDE;;147.180000;DUP+;0.600000;FM;TONE;77.0Hz;YES;Approximate;-22.358200;-49.077800;-3:00
25;Sao Paulo;Birigui;;;;147.300000;DUP+;0.600000;FM;TONE;100.0Hz;YES;Approximate;-21.303483;-50.382300;-3:00
25;Sao Paulo;Botucatu;;PY2KDK;;145.450000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-22.893333;-48.488933;-3:00
25;Sao Paulo;Botucatu;;PY2KDL;;439.400000;DUP-;5.000000;FM;TONE;77.0Hz;YES;Approximate;-22.893333;-48.488933;-3:00
25;Sao Paulo;Botucatu;;PY2BJO;;439.650000;DUP-;5.000000;FM;TONE;123.0Hz;YES;Approximate;-22.893333;-48.488933;-3:00
25;Sao Paulo;Braganca Paulist;;PY2KGL;;439.975000;DUP-;5.000000;FM;TONE;91.5Hz;YES;Approximate;-22.928600;-46.477183;-3:00
25;Sao Paulo;Cabreuva;;PY2KSC;;145.270000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-23.305900;-47.131900;-3:00
25;Sao Paulo;Cabreuva;HIBRIDA;;;146.670000;DUP-;0.600000;FM;TSQL;71.9Hz;YES;Approximate;-23.305900;-47.131900;-3:00
25;Sao Paulo;Cabreuva;;;;146.970000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-23.305900;-47.131900;-3:00
25;Sao Paulo;Cabreuva;;;;439.750000;DUP-;5.000000;FM;TONE;123.0Hz;YES;Approximate;-23.305900;-47.131900;-3:00
25;Sao Paulo;Cajati;;PY2KEV;;145.470000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-24.730017;-48.108233;-3:00
25;Sao Paulo;Campinas;;PY2KAA;;146.870000;DUP-;0.600000;FM;TONE;82.5Hz;YES;Approximate;-22.890300;-47.166667;-3:00
25;Sao Paulo;Campinas;;PY2TIA B;PY2TIA G;439.600000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-22.871383;-47.049167;-3:00
25;Sao Paulo;Campinas;;PY2KKK;;439.500000;DUP-;5.000000;FM;TONE;82.5Hz;YES;Approximate;-22.890300;-47.166667;-3:00
25;Sao Paulo;Campinas;;PY2KFI;;439.800000;DUP-;5.000000;FM;TONE;79.7Hz;YES;Approximate;-22.890300;-47.166667;-3:00
25;Sao Paulo;Campos do Jordao;;PY2KAS;;439.225000;DUP-;5.000000;FM;TONE;79.7Hz;YES;Approximate;-22.738167;-45.584833;-3:00
25;Sao Paulo;Cubatao;;;;146.770000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.892583;-46.428183;-3:00
25;Sao Paulo;Duartina;;PY2KGI;;146.770000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-22.425817;-49.410533;-3:00
25;Sao Paulo;Duartina;;PY2KJH;;439.150000;DUP-;5.000000;FM;TONE;88.5Hz;YES;Approximate;-22.425817;-49.410533;-3:00
25;Sao Paulo;ES do Pinhal;;;;145.490000;DUP-;0.600000;FM;TONE;88.5Hz;YES;Approximate;-22.194083;-46.750767;-3:00
25;Sao Paulo;Fartura;;;;145.370000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.392200;-49.516967;-3:00
25;Sao Paulo;Fartura;;;;439.950000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-23.392200;-49.516967;-3:00
25;Sao Paulo;Fernandopolis;;PY2KQV;;147.270000;DUP+;0.600000;FM;TONE;100.0Hz;YES;Approximate;-20.303667;-50.244500;-3:00
25;Sao Paulo;Garca;;PY2KEA;;439.975000;DUP-;5.000000;FM;TONE;77.0Hz;YES;Approximate;-22.222217;-49.710250;-3:00
25;Sao Paulo;Guaratingueta;;;;146.850000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.817167;-45.197283;-3:00
25;Sao Paulo;Guariba;;PY2KCG;;145.290000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-21.362333;-48.228000;-3:00
25;Sao Paulo;Indaiatuba;;PY2KBF;;147.060000;DUP+;0.600000;FM;TONE;88.5Hz;YES;Approximate;-23.087200;-47.222300;-3:00
25;Sao Paulo;Ipaussu;;;;145.310000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.054100;-49.621383;-3:00
25;Sao Paulo;Itapec. da Serra;;PY2KBX;;146.610000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-23.717883;-46.848700;-3:00
25;Sao Paulo;Itapeva;;PY2KRU;;439.400000;DUP-;5.000000;FM;TONE;123.0Hz;YES;Approximate;-23.888500;-48.917667;-3:00
25;Sao Paulo;Itapevi;;PY2KBH C;PY2KBH G;145.430000;DUP-;0.600000;DV;OFF;88.5Hz;YES;Approximate;-23.541967;-46.925200;-3:00
25;Sao Paulo;Itatinga;;PY2KAD;;145.350000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-23.079133;-48.472667;-3:00
25;Sao Paulo;Jaboticabal;;;;145.430000;DUP-;0.600000;FM;TONE;100.0Hz;YES;Approximate;-21.255500;-48.322200;-3:00
25;Sao Paulo;Jau;;PY2KCJ;;147.000000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.334983;-48.551917;-3:00
25;Sao Paulo;Joanopolis;;PY2KGV C;PY2KGV G;145.310000;DUP-;0.600000;DV;OFF;88.5Hz;YES;Approximate;-22.888583;-46.321933;-3:00
25;Sao Paulo;Joanopolis;ANALOGIC;PY2KGV;;145.310000;DUP-;0.600000;FM;TSQL;91.5Hz;YES;Approximate;-22.888583;-46.321933;-3:00
25;Sao Paulo;Joanopolis;;PY2KGV B;PY2KGV G;439.350000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-22.888583;-46.321933;-3:00
25;Sao Paulo;Joanopolis;ANALOGIC;PY2KGV;;439.350000;DUP-;5.000000;FM;TSQL;91.5Hz;YES;Approximate;-22.888583;-46.321933;-3:00
25;Sao Paulo;Jundiai;;PY2KDO;;147.330000;DUP+;0.600000;FM;TONE;74.4Hz;YES;Approximate;-23.199800;-46.880683;-3:00
25;Sao Paulo;Jundiai;;;;438.500000;DUP-;5.000000;FM;TONE;74.4Hz;YES;Approximate;-23.199800;-46.880683;-3:00
25;Sao Paulo;Limeira;;PY2APU;;439.700000;DUP-;5.000000;FM;TONE;85.4Hz;YES;Approximate;-22.564800;-47.402667;-3:00
25;Sao Paulo;Lins;;;;145.210000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-21.685400;-49.743800;-3:00
25;Sao Paulo;Lins;;;;146.830000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-21.685400;-49.743800;-3:00
25;Sao Paulo;Mairipora;;PY2KRJ C;PY2KRJ G;147.180000;DUP+;0.600000;DV;OFF;88.5Hz;YES;Approximate;-23.317867;-46.587200;-3:00
25;Sao Paulo;Mairipora;;PY2LSP;;145.250000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-23.317833;-46.587167;-3:00
25;Sao Paulo;Mairipora;;;;146.750000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.317867;-46.587200;-3:00
25;Sao Paulo;Mairipora;;;;146.850000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.317867;-46.587200;-3:00
25;Sao Paulo;Mairipora;;PY2APU;;147.030000;DUP+;0.600000;FM;TONE;127.3Hz;YES;Approximate;-23.318233;-46.585783;-3:00
25;Sao Paulo;Mairipora;;;;439.500000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-23.317867;-46.587200;-3:00
25;Sao Paulo;Mairipora;;;;439.700000;DUP-;5.000000;FM;TONE;67.0Hz;YES;Approximate;-23.318233;-46.585783;-3:00
25;Sao Paulo;Marilia;;;;146.810000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.220167;-49.947467;-3:00
25;Sao Paulo;Maua;;;;146.670000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.664300;-46.458167;-3:00
25;Sao Paulo;Mococa;;PY2KCH C;PY2KCH G;146.850000;DUP-;0.600000;DV;OFF;88.5Hz;YES;Approximate;-21.474433;-47.003883;-3:00
25;Sao Paulo;Mogi das Cruzes;;PY2KMX;;146.730000;DUP-;0.600000;FM;TONE;141.3Hz;YES;Approximate;-23.485767;-46.208667;-3:00
25;Sao Paulo;Mogi das Cruzes;;PY2KES;;145.490000;DUP-;0.600000;FM;TONE;100.0Hz;YES;Approximate;-23.493333;-46.196383;-3:00
25;Sao Paulo;Mogi das Cruzes;;PY2KES B;PY2KES G;439.300000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-23.490533;-46.205833;-3:00
25;Sao Paulo;Mogi das Cruzes;;PY2KPM;;439.275000;DUP-;5.000000;FM;TONE;127.3Hz;YES;Approximate;-23.532867;-46.202983;-3:00
25;Sao Paulo;Mogi Mirim;;;;146.710000;DUP-;0.600000;FM;TONE;82.5Hz;YES;Approximate;-22.401633;-46.944533;-3:00
25;Sao Paulo;Nazare Paulista;;;;438.790000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-23.178400;-46.397567;-3:00
25;Sao Paulo;Nazare Paulista;;PY2KEP;;439.875000;DUP-;5.000000;FM;TONE;123.0Hz;YES;Approximate;-23.317867;-46.587200;-3:00
25;Sao Paulo;Paraibuna;;PY2KCR C;PY2KCR G;147.090000;DUP+;0.600000;DV;OFF;88.5Hz;YES;Approximate;-23.509433;-45.679133;-3:00
25;Sao Paulo;Paraibuna;;PY2KCR;;145.450000;DUP-;0.600000;FM;TONE;67.0Hz;YES;Approximate;-23.383683;-45.661383;-3:00
25;Sao Paulo;Parelheiros;;PY2RCA;;147.390000;DUP+;0.600000;FM;TONE;123.0Hz;YES;Approximate;-23.830550;-46.739433;-3:00
25;Sao Paulo;Pardinho;;;;147.150000;DUP+;0.600000;FM;TONE;77.0Hz;YES;Approximate;-23.062517;-48.484000;-3:00
25;Sao Paulo;Piedade;;PY2KPP;;145.410000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-23.813983;-47.461067;-3:00
25;Sao Paulo;Pindamonhangaba;;PY2KAS C;PY2KAS G;146.930000;DUP-;0.600000;DV;OFF;88.5Hz;YES;Approximate;-22.768333;-45.517733;-3:00
25;Sao Paulo;Pindamonhangaba;;;;146.790000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.649467;-47.573383;-3:00
25;Sao Paulo;Pindamonhangaba;;PY2KAS;;146.890000;DUP-;0.600000;FM;TONE;79.7Hz;YES;Approximate;-22.930000;-45.462100;-3:00
25;Sao Paulo;Pindamonhangaba;;PY2KAS U;;439.850000;DUP-;5.000000;FM;TONE;79.7Hz;YES;Approximate;-22.930000;-45.462100;-3:00
25;Sao Paulo;Piquete;;;;146.710000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.617700;-45.172267;-3:00
25;Sao Paulo;Piquete;;;;147.150000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.617700;-45.172267;-3:00
25;Sao Paulo;Piracicaba;;PY2KGD;;146.630000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-22.725383;-47.647800;-3:00
25;Sao Paulo;Piraju;;PY2KAG;;145.490000;DUP-;0.600000;FM;TONE;88.5Hz;YES;Approximate;-23.194200;-49.384783;-3:00
25;Sao Paulo;Porto Feliz;;;;147.390000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.214700;-47.523783;-3:00
25;Sao Paulo;Porto Feliz;;;;147.090000;DUP+;0.600000;FM;TONE;110.9Hz;YES;Approximate;-23.214700;-47.523783;-3:00
25;Sao Paulo;Ribeirao Preto;;PY2KIK C;PY2KIK G;147.240000;DUP+;0.600000;DV;OFF;88.5Hz;YES;Approximate;-21.144167;-47.838867;-3:00
25;Sao Paulo;Ribeirao Preto;;;;146.670000;DUP-;0.600000;FM;TONE;82.5Hz;YES;Approximate;-21.177000;-47.838883;-3:00
25;Sao Paulo;Santa Salete;;PY2STS;;439.850000;DUP-;5.000000;FM;TONE;100.0Hz;YES;Approximate;-20.224167;-50.685667;-3:00
25;Sao Paulo;Santo Andre;;;;145.390000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.698983;-46.507083;-3:00
25;Sao Paulo;Santo Andre;;PY2KSA;;439.600000;DUP-;5.000000;FM;TONE;123.0Hz;YES;Approximate;-23.698983;-46.507083;-3:00
25;Sao Paulo;Santos;;;;439.725000;DUP-;5.000000;FM;TONE;123.0Hz;YES;Approximate;-23.964833;-46.362167;-3:00
25;Sao Paulo;Santos;;PY2KFG;;146.630000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-23.964833;-46.362667;-3:00
25;Sao Paulo;Santos;;PY2MRC B;PY2MRC G;438.850000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-23.961700;-46.328067;-3:00
25;Sao Paulo;Sao Carlos;;;;146.790000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-22.253583;-47.822383;-3:00
25;Sao Paulo;Sao Carlos;;;;146.650000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-22.014600;-47.890800;-3:00
25;Sao Paulo;Sao Jose R Pardo;;PY2KPD;;146.970000;DUP-;0.600000;FM;TONE;74.4Hz;YES;Approximate;-21.595500;-46.888167;-3:00
25;Sao Paulo;Sao Jose R Pardo;;PY2KID B;PY2KID G;439.650000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-21.595550;-46.888200;-3:00
25;Sao Paulo;Sao Jode R Preto;;PY2KPC;;147.360000;DUP+;0.600000;FM;TONE;123.0Hz;YES;Approximate;-20.819333;-49.371500;-3:00
25;Sao Paulo;Sao Jode R Preto;;PY2KPG;;147.030000;DUP+;0.600000;FM;TONE;100.0Hz;YES;Approximate;-20.819333;-49.371500;-3:00
25;Sao Paulo;Sao Manuel;;PY2IBT;;147.210000;DUP+;0.600000;FM;TONE;77.0Hz;YES;Approximate;-22.733600;-48.628050;-3:00
25;Sao Paulo;Sao Paulo;;;;146.690000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.562900;-46.654700;-3:00
25;Sao Paulo;Sao Paulo;;;;146.730000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-22.548967;-47.914600;-3:00
25;Sao Paulo;Sao Paulo;;PY2KNF;;147.270000;DUP+;0.600000;FM;TONE;67.0Hz;YES;Approximate;-23.257400;-46.435000;-3:00
25;Sao Paulo;Sao Paulo;;;;145.250000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-23.555767;-46.639533;-3:00
25;Sao Paulo;Sao Paulo;;PY2KPE B;PY2KPE G;439.925000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-23.317750;-46.587200;-3:00
25;Sao Paulo;Sao Paulo;;;;439.725000;DUP-;5.000000;FM;TONE;77.0Hz;YES;Approximate;-23.562900;-46.654700;-3:00
25;Sao Paulo;Sao Paulo;;;;439.400000;DUP-;5.000000;FM;TONE;74.4Hz;YES;Approximate;-23.562900;-46.654700;-3:00
25;Sao Paulo;Sao Paulo;;PY2KMA;;439.475000;DUP-;5.000000;FM;TONE;67.0Hz;YES;Approximate;-23.562900;-46.654700;-3:00
25;Sao Paulo;Sao Paulo;;PY2KRB;;439.050000;DUP-;5.000000;FM;TONE;67.0Hz;YES;Approximate;-23.416400;-46.708033;-3:00
25;Sao Paulo;Sao Paulo;;;;439.700000;DUP-;5.000000;FM;TONE;67.0Hz;YES;Approximate;-23.562900;-46.654700;-3:00
25;Sao Paulo;Sao Paulo;;;;439.575000;DUP-;5.000000;FM;TONE;127.3Hz;YES;Approximate;-23.555767;-46.639533;-3:00
25;Sao Paulo;Sao Paulo;;PY2KPE;;439.650000;DUP-;5.000000;FM;TONE;123.0Hz;YES;Approximate;-23.562900;-46.654700;-3:00
25;Sao Paulo;Sao Paulo;;PY2KSM;;439.200000;DUP-;5.000000;FM;TONE;123.0Hz;YES;Approximate;-23.562900;-46.654700;-3:00
25;Sao Paulo;Sao Pedro;;PY2KDV;;146.730000;DUP-;0.600000;FM;TONE;77.0Hz;YES;Approximate;-22.548967;-47.914600;-3:00
25;Sao Paulo;Serra Negra;CH PALHA;PY2KAM;;146.910000;DUP-;0.600000;FM;TONE;82.5Hz;YES;Approximate;-22.611600;-46.701400;-3:00
25;Sao Paulo;Serra Negra;CH COURO;PY2KDQ;;439.900000;DUP-;5.000000;FM;TONE;82.5Hz;YES;Approximate;-22.611600;-46.701400;-3:00
25;Sao Paulo;Sorocaba;;;;146.710000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.506067;-47.456000;-3:00
25;Sao Paulo;Sorocaba;;;;147.240000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-23.506067;-47.456000;-3:00
25;Sao Paulo;Sorocaba;;;;439.450000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-23.506067;-47.456000;-3:00
25;Sao Paulo;Sta Rita Passa 4;;PY2KSR;;145.210000;DUP-;0.600000;FM;TONE;74.4Hz;YES;Approximate;-21.705917;-47.479667;-3:00
25;Sao Paulo;Sta Rita Passa 4;;;;438.200000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-21.731183;-47.495883;-3:00
25;Sao Paulo;Taubate;;;;146.770000;DUP-;0.600000;FM;TONE;71.9Hz;YES;Approximate;-23.032167;-45.560367;-3:00
25;Sao Paulo;Taubate;DEF CIVI;;;439.175000;DUP-;5.000000;FM;TONE;127.3Hz;YES;Approximate;-23.032167;-45.560367;-3:00
25;Sao Paulo;Taubate;;;;439.950000;DUP-;5.000000;FM;TONE;71.9Hz;YES;Approximate;-23.032167;-45.560367;-3:00
25;Sao Paulo;Valinhos;;PY2KVL B;PY2KVL G;439.725000;DUP-;5.000000;DV;OFF;88.5Hz;YES;Approximate;-22.968000;-46.952333;-3:00
25;Sao Paulo;Valinhos;ANALOGIC;PY2KVL;;439.725000;DUP-;5.000000;FM;TSQL;91.5Hz;YES;Approximate;-22.968000;-46.952333;-3:00
25;Sao Paulo;Valinhos;;PY2KLM C;PY2KLM G;146.830000;DUP-;0.600000;DV;OFF;88.5Hz;YES;Approximate;-22.962600;-47.003700;-3:00
25;Sao Paulo;Valinhos;ANALOGIC;PY2KLM;;146.830000;DUP-;0.600000;FM;TSQL;82.5Hz;YES;Approximate;-22.962600;-47.003700;-3:00
25;Sao Paulo;Viradouro;;;;145.270000;DUP-;0.600000;FM;TONE;82.5Hz;YES;Approximate;-20.867833;-48.294333;-3:00
25;Sao Paulo;Votorantim;;;;147.030000;DUP+;0.600000;FM;TONE;74.4Hz;YES;Approximate;-23.540367;-47.443900;-3:00
25;Sao Paulo;Votuporanga;;PU2PHK B;PU2PHK G;439.000000;DUP+;0.000000;DV;OFF;88.5Hz;YES;Exact;-20.417483;-49.984133;-3:00
25;Sao Paulo;Votuporanga;;PY2KAZ;;439.750000;DUP-;5.000000;FM;TONE;100.0Hz;YES;Approximate;-20.416833;-49.972833;-3:00
26;Sergipe;Aracaju;;;;146.250000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-10.909600;-37.074783;-3:00
26;Sergipe;Aracaju;;;;146.280000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-10.909600;-37.074783;-3:00
26;Sergipe;Aracaju;LABRE;PP6GS;;147.210000;DUP+;0.600000;FM;TONE;100.0Hz;YES;Approximate;-10.909600;-37.074783;-3:00
26;Sergipe;Aracaju;;;;147.750000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-10.909600;-37.074783;-3:00
26;Sergipe;Aracaju;LINK;;;145.770000;OFF;0.000000;FM;OFF;88.5Hz;YES;Approximate;-10.909600;-37.074783;-3:00
26;Sergipe;Aracaju;LINK;;;145.090000;OFF;0.000000;FM;OFF;88.5Hz;YES;Approximate;-10.909600;-37.074783;-3:00
26;Sergipe;Barra dos Coque.;;;;145.370000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-10.881983;-37.004283;-3:00
26;Sergipe;Barra do Coque.;;PP6DIG;;439.500000;DUP-;5.000000;FM;TONE;67.0Hz;YES;Approximate;-10.903167;-38.023000;-3:00
26;Sergipe;Capela;;;;147.810000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-10.515700;-37.033100;-3:00
26;Sergipe;Frei Paulo;LABRE;PP6AAB;;146.850000;DUP-;0.600000;FM;TONE;123.0Hz;YES;Approximate;-10.524167;-37.508167;-3:00
26;Sergipe;Itabaiana;;PP6BE;;145.430000;DUP-;0.600000;FM;OFF;74.4Hz;YES;Approximate;-10.686400;-37.424800;-3:00
26;Sergipe;Itabaiana;;;;147.090000;DUP+;0.600000;FM;TONE;74.4Hz;YES;Approximate;-10.686400;-37.424800;-3:00
26;Sergipe;Itabaiana;;;;439.500000;DUP-;5.000000;FM;OFF;88.5Hz;YES;Approximate;-10.686400;-37.424800;-3:00
26;Sergipe;Itabaianinha;;;;145.430000;DUP-;0.600000;FM;OFF;88.5Hz;YES;Approximate;-11.292483;-37.794467;-3:00
26;Sergipe;N Sra da Gloria;LINK;;;145.180000;OFF;0.000000;FM;TONE;100.0Hz;YES;Approximate;-10.217000;-37.422167;-3:00
26;Sergipe;N Sra do Socorro;;PP6DV  C;PP6DV  G;146.610000;DUP-;0.600000;DV;OFF;88.5Hz;YES;Approximate;-10.844100;-37.068400;-3:00
26;Sergipe;N Sra do Socorro;;;;146.010000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-10.850283;-37.137100;-3:00
26;Sergipe;Salgado;LINK;;;145.150000;OFF;0.000000;FM;OFF;88.5Hz;YES;Approximate;-11.026333;-37.476333;-3:00
26;Sergipe;Sto Amaro Brotas;;;;146.330000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-10.770283;-37.047767;-3:00
26;Sergipe;Tobias Barreto;;;;147.150000;DUP+;0.600000;FM;TONE;151.4Hz;YES;Approximate;-11.183833;-37.998333;-3:00
27;Tocantins;Palmas;;;;146.230000;DUP+;0.600000;FM;OFF;88.5Hz;YES;Approximate;-10.168383;-48.331183;-3:00
